Name,Country,Type,Style,Grape,Short Description,Long Description,Per Bottle Price,Mix Six Price,Percentage of reviewers who would buy again,Number of Reviewers,Awards,Closure,Units,Volume
Jean Bon Merlot IGP Pays D'Oc 2018,France,Red,Fruity Red,,MEDIUM,"After a red for your Sunday roast? Look no further. Flavour-packed notes of blackberries, jam and redcurrants entwine with hints of regal spices and black pepper. Notes of cassis, raspberry and hints of black pepper compliment the palate while being serenaded by the aroma of sweet black berries. A warming veal dish accompanied by roasted mixed vegetables.",7.99,6.99,85.0,27.0,[],Screwcap,10.1,75.0
"Decoy Zinfandel 2017 Duckhorn, Sonoma County",USA,Red,Big Red,,FULL,"Duckhorn Vineyards was established in 1976 by Dan and Margaret Duckhorn, originally focusing on Bordeaux varieties. They have since embraced other grapes such as Zinfandel here, and grown to incorporate seven estates, representing the Napa Valley's various microclimates. A generous and straightforward wine, with a defined nose of blueberry, cherry and loganberry fruit, accented by soft vanilla oak. The palate is more robust, with the lush fruit framed by firm tannins. A great accompaniment to the savoury flavours of game, venison or duck confit.",25.0,22.00,88.0,17.0,[],Natural Cork,10.4,75.0
Nord Est Vermentino 2017 Cantina del Vermentino,Italy,White,Crisp White,,DRY,"This wine comes from the hills of Northern Sardinia around the town on Monti. The vines are planted close together at and elevation of between 300 and 450m and surrounded by dry stone walls typical of the area. This is a light, refreshing and dry wine. Straw in colour with flavours of lemon and almond. With grilled fish and lighter meats such as chicken and pork.",11.99,9.99,91.0,45.0,[],Natural Cork,9.4,75.0
Fallow's View Sauvignon Blanc,South Africa,White,Fruity White,,DRY,"As a South African red fan, you know that the countrys trusty weather and luxurious conditions make it a hub for bang-for-your-buck wine. And its made by the Gabb familys Journeys End winery, which has won countless 90+ point scores from Robert Parker, Tim Atkin MW and Neal Martin to name just a few. Shropshire-born Roger Gabb founded Journeys End, in Stellenbosch, less than 25 years ago. Its since become one of South Africas leading wineries.",6.99,4.99,,,[],,9.4,75.0
Lay & Wheeler Brunello di Montalcino 2013,Italy,Red,Big Red,,FULL,"Lay and Wheeler are experts in Italian wine and have found this wonderful Brunello that is just entering its peak drinking phase. It is bursting with flavourrs of ripe cherry, cassis, spice, leather and herbs. Bursting with flavours of ripe cherry, cassis, spice, leather and herbs. Cured and aged meats, or a chocker block cheese board!",32.0,27.00,93.0,14.0,[],Natural Cork,10.5,75.0
Pouilly-Vinzelles 2017 Caves des Grand Crus Blancs,,White,Rich White,,DRY,"Expressive and typical of the region this abounds with flavours of peach, hazelnut, honey and toast.",19.99,17.99,100.0,1.0,[],,10.1,75.0
Bread & Butter Pinot Noir 2016,,Red,Big Red,,LIGHT,"Named after the flavours primarily associated with Californian wines, Bread and Butter have already come up trumps with a sell-out Chardonnay WIGIG (when it's gone, it's gone) that gained an impressive 100% 'Buy It Again' rating! Hot on its heels is this delicious Pinot Noir. All about juicy red fruit (think cranberries, cherries and raspberries), and delicate hints of cedar, smoke, and bay leaf - it's set to surpass even its white compatriot.",15.99,13.99,83.0,12.0,[],,10.1,75.0
Pouilly Fumé Grebet 2018 Les Chants de Cri,France,White,Fruity White,Sauvignon Blanc,DRY,Over two thirds of the 2016 harvest was destroyed by frosts and the remaining 2015 wines are now extremely scarce so this parcel of text book Pouilly-Fume with it classic flavours of green apple and smoky notes should be snapped up while it can,15.99,13.99,78.0,9.0,[],Natural Cork,9.4,75.0
"Mas de la Dona, Cotes de Roussillon Villages 2018",France,Red,Fruity Red,"Grenache, Syrah",MEDIUM,Made exclusively for Majestic by the famed Chateau Dona Baissass (a favourite of Robert Parker) this wine is brimming with concentrated dark fruit and spicy prune flavours. Made exclusively for Majestic by the famed Chateau Dona Baissass (a favourite of Robert Parker) this wine is brimming with concentrated dark fruit and spicy prune flavours. A hearty beef or lamb dish with rich sauce and helpings of herbaceous potatoes.,12.99,10.99,98.0,98.0,[],Natural Cork,10.9,75.0
Saint Clair Estate Selection Sauvignon Blanc 2018 Marlborough,New Zealand,White,Fruity White,Sauvignon Blanc,DRY,"Marlborough is the New World's most famous Sauvignon region. Saint Clair is one of its leading producers. In fact, it was previously crowned 'New World Producer of the Year'! You'll taste why in expertly layered flavours of gooseberry, passion fruit and a dusting of herbs.",12.99,10.99,96.0,126.0,"['IWC 2019 - Commended Award', 'IWC 2018 - Bronze Award']",Screwcap,9.8,75.0
Pinot Gris Grand Cru Spiegel 2017 Domaines Schlumberger,France,White,Sweet White,Pinot Gris,MEDIUM,"Spiegel is known as one of the best sites in Alsace for Pinot Gris, and lies on an east-facing slope of sandy clay. Winemaking is subject to Schlumberger's legendary attention to detail, including hand-selection of the grapes, whole-bunch pressing and careful lees ageing. A wine of great texture and depth of flavour, this Pinot Gris is at once youthfully vibrant, harmonious and mature. The palate is full of ripe white fruit, with finely balanced sweetness and acidity. Drink with ripe soft cheeses or rich, creamy duck liver pâte.",17.99,15.99,93.0,29.0,[],Natural Cork,10.5,75.0
Domaine Saint Ferréol Viognier Grande Réserve 2015 Pays d'Oc,France,White,Rich White,,DRY,"Wine has been produced at Ch. Saint Ferreol since 1146. Since 2000 the property has been owned by Jorje Maslakiewicz who is gaining a reputation for making the best viognier in the Languedoc. His wines are reminiscent of Condrieu but come without the Condrieu price tag. A bright straw colour with complex aromas of peach and honeysuckle. The palate has flavours of peach, apricot and spice. Enjoy with white meats such as turkey or pork as well as with spicy Indian and Asian dishes.",17.99,15.99,58.0,19.0,[],Natural Cork,9.8,75.0
"Saumur Rouge 2017, Domaine des Vignes Biches",France,Red,Fruity Red,,LIGHT,"According to The Guardian's Victoria Moore, Cabernet Franc is ""under-valued"" from ""the top level"" to ""the supermarket shelf"". We totally agree. Saumur is perfectly suited to the production of light, juicy reds. It sits on 'tuffeau', a porous, sandy-yellow rock which underpins Loire's top vineyard areas. This imbues the wines with a delicate minerality, which is combined with a freshness from grapes grown in a moderate climate. This classic Saumur Rouge has floral and fruity aromas of violets, blackcurrant and summer pudding berries, tied together with herbal, peppery notes and a hint of pencil shavings.",11.99,8.99,100.0,2.0,[],,10.1,75.0
Duque de Cantos Rioja,,Red,Smooth Red,,LIGHT,Bright and fresh with intense red fruit flavours reminiscent of strawberries and redcurrants followed by notes of spice and liqourice.,7.99,5.99,100.0,2.0,[],,10.1,75.0
The Ned Noble Sauvignon Blanc 2015 Half Bottle,New Zealand,Dessert & Fortified,Dessert & Fortified,Sauvignon Blanc,SWEET,"Botrytised grapes have been specially selected from amongst the vines of the Waihopai River vineyard to make this wine. The fermentation process takes a lengthy 6 months and extracts huge flavours from the shrivelled berries. Intensely sweet, yet balanced with a mixture of crisp citrus and fresh melon flavours, and as such, never cloys. Lingers long on the palate. An amazing match for gorgonzola or rich pâtés.",14.99,11.99,92.0,36.0,"['IWC 2018 - Bronze Award', 'IWC 2017 - Silver Award']",Screwcap,3.8,37.5
Vinalba Malbec Bonarda 2018,Argentina,Red,Big Red,,FULL,Vinalba are one of our and our customer's favourite Argentinean wineries. The latest addition to the range is a perfect and rich balance between Malbec and Bonarda with fresh cherry flavours and floral notes.,9.99,8.49,84.0,49.0,"['Decanter 2019 - Commended Award', 'IWC 2018 - Silver Award', 'Decanter 2018 - Gold Award']",,10.9,75.0
"Châteauneuf-du-Pape 2017, Léon Perdigal",France,Red,Big Red,"Cinsault, Mourvèdre, Syrah, Grenache",MEDIUM,"From one of our favourite Rhone producers this is rich and heady with intense flavours of red plums and bramble followed by notes of pepper, thyme and liquorice on the long, silky smooth finish.",24.99,22.49,100.0,1.0,[],,10.9,75.0
Rioja Reserva Imperial 2015 CVNE,Spain,Red,Smooth Red,,FULL,"Compañía Vinícola del Norte de España, CVNE, was founded in 1879 in Haro, Rioja. Named Imperial because it was originally exported to the UK in imperial pint sized bottles, this is one of the best Rioja Reservas around. Fine garnet colour with terracotta tinge. Vanilla notes on the nose, with sloes, mulberries and spice. Stewed currant fruit on the palate, dry and elegant with great richness and a fine long finish. Drink with slow-cooked lamb. Decant before serving.",24.99,19.99,97.0,32.0,['Decanter 2017 - Gold Award'],Natural Cork,10.5,75.0
Waimea Estate Elara Oaked Sauvignon Blanc 2018,New Zealand,White,Fruity White,Sauvignon Blanc,DRY,"Whilst Bordeaux and Californian whites are often oaked, it's rare to find a reasonably priced New World example. Cloudy Bay and Dog Point are best-known, but rarely drop below £20. Which is why the Elara is so special. Undergoing a gentle 'Burgundian-style' bâtonnage and matured in new oak - it's a stunningly elegant white. Don't expect a wallop of woody flavour, like the best wines the impact is subtle. You'll quickly find the slight creaminess and hints of vanilla and almond sit neatly atop the plump palette of ripe stone fruit and blackcurrant leaf.",11.99,9.99,95.0,22.0,[],,9.8,75.0
Champ Libre Rose d'Anjou 2018,France,Rose,Rose,,MEDIUM,"This pretty and delicate wine is an exceptional expression of Loire Valley rosé. With an abundance of red fruit flavours it make the perfect aperitif especially on a hot, sunny day.",8.99,7.99,93.0,15.0,[],,7.9,75.0
Valpolicella Classico 2018 Cantina di Negrar,Italy,Red,Fruity Red,,MEDIUM,"Produced east of Lake Garda in the western Veneto region of Verona, northeast Italy. Negrar's vineyards, sited at the heart of the 'Classico' or traditional producing area, are planted with Corvina, Rondinella and Molinara grape varieties. Juicy red berries and red fruit aromas explode from the glass accompanied by summer berries, exotic spices and a hint of earth. Seductive, smooth yet full body lingers on the palate with a velvety finish. Enjoyed with pasta, salumi, soft and semi-soft cheese, grilled meats and olives. Enjoyable now or over the next three years.",11.99,9.99,85.0,75.0,[],Natural Cork,9.8,75.0
Croft 10 Year Old Tawny Port,Portugal,Dessert & Fortified,Port,,FULL,"The 10 Year Old Tawny is drawn from a reserve of fine wood ports which have been aged to full maturity in seasoned oak casks, each holding about 630 litres of wine. The individual wines are then blended to guarantee consistency of quality and house style.",24.99,21.99,100.0,3.0,[],Natural Cork,15.0,75.0
"Lâchez-Vous Grenache-Syrah, 2017",,Red,Fruity Red,,MEDIUM,"Cutting through the red tape of French wine laws, this is a modern blend of the very best parcels of Grenache and Syrah from across France. With lashings of juicy raspberry, strawberry and sweet spice, Lâchez-Vous or ""Cut Loose"" is an homage to the rebellious free-spirited winemaking of the Languedoc. A wine for those not afraid to challenge the status-quo. Great with pretty much everything...except fish. It's awful with fish. The nose displays mostly fresh red and blue berries notes with a hint of spices, peppermint, underlined by sandalwood. Enjoy alongside a meat filled charcuterie or vegetable stew.",9.99,8.99,95.0,113.0,[],,10.1,75.0
Dolcetto dAlba 2018 De Forville,Italy,Red,Fruity Red,,MEDIUM,"One of the lesser-known grapes of Piedmont, Dolcetto usually produces soft, fruity and early maturing wines. The best come from around Alba, as does this one from De Forville, a family that has been making wine in Piedmont since the 1860's. A clear and bright ruby in colour, with an expressive nose of youthful fruits. Rich, dark cherries and liquorice on the palate and a fresh finish. Enjoy with cold cuts or cured meats, pizza, or on its own.",12.99,10.99,73.0,26.0,[],Natural Cork,10.1,75.0
Miss Lucy Sauvignon Pinot Gris,South Africa,White,Fruity White,"Sauvignon Blanc, Pinot Gris",DRY,Crisp and fresh citrus flavours of grapefruit are to the fore in the elegant and fresh wine. A perfect match for seafood the fruitiness gives way to a fine mineral finish.,19.99,14.99,,,[],,9.4,75.0
"Waimea Estate Albariño 2018, Nelson",New Zealand,White,Fruity White,,DRY,"The Waimea takes best of Spanish Albariño and adds an extra level of New Zealand exuberance. Lifted aromas of white peach, orange blossom and ocean spray spill from the glass. They are matched by fresh, vibrant acidity with ripe stone fruit and citrus peel before a chalky minerality at the finish.",12.99,9.74,,,[],,9.8,75.0
